intent,isAllDay,location,date,startTime,endTime,title,description,text,response
QUERY,0,Home,2026-11-24,09:15:00,10:15:00,Project Deadline,Project Deadline,Show me events next Monday,You have an event 'Project Deadline' on 2026-11-24 at 09:15:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,0,Coffee Shop,2026-1-25,08:45:00,09:45:00,Lunch with Fiona,Lunch with Fiona,I need to set up Lunch with Fiona 2026-01-25 at 08:45 at Coffee Shop,Event 'Lunch with Fiona' has been added on 2026-1-25 from 08:45:00 to 09:45:00 at Coffee Shop. Let me know if you need anything else!
UPDATE,0,Online,2025-3-11,14:30:00,16:30:00,Yoga Class,Yoga Class,Update Yoga Class details for 2026-01-21 at Online,Got it—I've updated 'Yoga Class' to 2025-3-11 from 14:30:00 to 16:30:00 at Online.
ADD,1,Conference Room A,2026-10-30,00:00:00,23:59:59,Team Meeting,Team Meeting,Schedule Team Meeting for 2026-10-30 00:00 at Conference Room A,Event 'Team Meeting' has been added on 2026-10-30 from 00:00:00 to 23:59:59 at Conference Room A. Let me know if you need anything else!
UPDATE,1,Coffee Shop,2025-4-9,00:00:00,23:59:59,Team Meeting,Team Meeting,Move Team Meeting from 2025-10-17 at 00:00 to 2025-04-09 at 00:00,Got it—I've updated 'Team Meeting' to 2025-4-9 from 00:00:00 to 23:59:59 at Coffee Shop.
QUERY,0,Home,2025-10-3,14:30:00,15:00:00,Team Meeting,Team Meeting,What are my appointments on 2025-10-03?,You have an event 'Team Meeting' on 2025-10-3 at 14:30:00. Would you like more details?
UPDATE,0,Home,2025-3-8,14:00:00,15:00:00,Birthday Party,Birthday Party,Change the time of Birthday Party on 2026-03-02 to 14:00,Got it—I've updated 'Birthday Party' to 2025-3-8 from 14:00:00 to 15:00:00 at Home.
QUERY,0,Coffee Shop,2026-7-23,12:15:00,14:15:00,Team Meeting,Team Meeting,Do I have any events tomorrow?,You have an event 'Team Meeting' on 2026-7-23 at 12:15:00. Would you like more details?
ADD,0,Zoom,2026-6-3,17:45:00,18:45:00,Team Meeting,Team Meeting,Add Team Meeting on 2026-06-03 at 17:45 at Zoom,Event 'Team Meeting' has been added on 2026-6-3 from 17:45:00 to 18:45:00 at Zoom. Let me know if you need anything else!
UPDATE,0,Home,2026-7-1,15:00:00,15:30:00,Birthday Party,Birthday Party,Move Birthday Party from 2026-08-23 at 17:15 to 2026-07-01 at 15:00,Got it—I've updated 'Birthday Party' to 2026-7-1 from 15:00:00 to 15:30:00 at Home.
CANCEL,0,Coffee Shop,2025-5-15,15:15:00,17:15:00,Lunch with Ethan,Lunch with Ethan,Delete Lunch with Ethan on tomorrow at 15:15,Your event 'Lunch with Ethan' scheduled for 2025-5-15 at 15:15:00 has been canceled. Hope that helps!
UPDATE,0,Coffee Shop,2026-11-24,09:45:00,10:15:00,Client Presentation,Client Presentation,Reschedule Client Presentation to 2026-11-24 at 09:45,Got it—I've updated 'Client Presentation' to 2026-11-24 from 09:45:00 to 10:15:00 at Coffee Shop.
ADD,0,Home,2026-12-21,11:30:00,12:00:00,Coffee Catch-up,Coffee Catch-up,Meeting tomorrow,Event 'Coffee Catch-up' has been added on 2026-12-21 from 11:30:00 to 12:00:00 at Home. Let me know if you need anything else!
QUERY,0,Online,2026-6-2,10:00:00,11:00:00,Coffee Catch-up,Coffee Catch-up,Any meetings today?,You have an event 'Coffee Catch-up' on 2026-6-2 at 10:00:00. Would you like more details?
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
CANCEL,0,Conference Room A,2026-9-26,14:15:00,16:15:00,Webinar,Webinar,Please remove my Webinar scheduled for 2026-09-26 at Conference Room A,Your event 'Webinar' scheduled for 2026-9-26 at 14:15:00 has been canceled. Hope that helps!
ADD,0,Office,2025-3-11,16:15:00,17:15:00,Client Presentation,Client Presentation,Add Client Presentation on 2025-03-11 at 16:15 at Office,Event 'Client Presentation' has been added on 2025-3-11 from 16:15:00 to 17:15:00 at Office. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
UPDATE,0,,2025-10-18,12:45:00,14:45:00,Dentist Appointment,Dentist Appointment,Change the time of Dentist Appointment on 2026-08-02 to 12:45,Got it—I've updated 'Dentist Appointment' to 2025-10-18 from 12:45:00 to 14:45:00.
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
QUERY,0,Office,2026-12-9,10:30:00,11:30:00,Lunch with Bob,Lunch with Bob,What are my appointments on 2026-12-09?,You have an event 'Lunch with Bob' on 2026-12-9 at 10:30:00. Would you like more details?
UPDATE,0,Zoom,2026-1-23,08:00:00,08:30:00,Project Deadline,Project Deadline,Change the time of Project Deadline on 2025-03-31 to 08:00,Got it—I've updated 'Project Deadline' to 2026-1-23 from 08:00:00 to 08:30:00 at Zoom.
UPDATE,0,Conference Room A,2025-7-1,16:30:00,18:30:00,Yoga Class,Yoga Class,Change the time of Yoga Class on 2025-09-28 to 16:30,Got it—I've updated 'Yoga Class' to 2025-7-1 from 16:30:00 to 18:30:00 at Conference Room A.
ADD,0,Office,2025-7-4,15:45:00,16:45:00,Birthday Party,Birthday Party,Put Birthday Party on my calendar 2025-07-04 at 15:45 at Office,Event 'Birthday Party' has been added on 2025-7-4 from 15:45:00 to 16:45:00 at Office. Let me know if you need anything else!
CANCEL,0,Online,2025-5-7,14:00:00,14:30:00,Performance Review,Performance Review,Cancel my 3 PM event,Your event 'Performance Review' scheduled for 2025-5-7 at 14:00:00 has been canceled. Hope that helps!
ADD,0,,2025-5-16,11:00:00,13:00:00,Project Deadline,Project Deadline,I need to set up Project Deadline next Friday at 11:00,Event 'Project Deadline' has been added on 2025-5-16 from 11:00:00 to 13:00:00. Let me know if you need anything else!
ADD,0,Zoom,2025-2-18,15:15:00,17:15:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2025-02-18 at 15:15 at Zoom,Event 'Client Presentation' has been added on 2025-2-18 from 15:15:00 to 17:15:00 at Zoom. Let me know if you need anything else!
CANCEL,1,Office,2025-10-29,00:00:00,23:59:59,Client Presentation,Client Presentation,Cancel Client Presentation on 2025-10-29 at 00:00,Your event 'Client Presentation' scheduled for 2025-10-29 at 00:00:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2025-5-19,08:00:00,10:00:00,Yoga Class,Yoga Class,Schedule Yoga Class for next Monday 08:00 at Coffee Shop,Event 'Yoga Class' has been added on 2025-5-19 from 08:00:00 to 10:00:00 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Home,2025-5-15,17:45:00,18:15:00,Webinar,Webinar,Any meetings today?,You have an event 'Webinar' on 2025-5-15 at 17:45:00. Would you like more details?
ADD,0,Coffee Shop,2025-3-12,11:30:00,12:00:00,Project Deadline,Project Deadline,Meeting tomorrow,Event 'Project Deadline' has been added on 2025-3-12 from 11:30:00 to 12:00:00 at Coffee Shop. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
CANCEL,0,Home,2025-9-14,10:30:00,12:30:00,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2025-09-14 at Home,Your event 'Coffee Catch-up' scheduled for 2025-9-14 at 10:30:00 has been canceled. Hope that helps!
UPDATE,0,Office,2025-9-24,16:30:00,17:30:00,Client Presentation,Client Presentation,Change the time of Client Presentation on next Monday to 16:30,Got it—I've updated 'Client Presentation' to 2025-9-24 from 16:30:00 to 17:30:00 at Office.
UPDATE,0,Home,2025-11-5,16:45:00,17:45:00,Webinar,Webinar,Reschedule Webinar to 2025-11-05 at 16:45,Got it—I've updated 'Webinar' to 2025-11-5 from 16:45:00 to 17:45:00 at Home.
ADD,0,Conference Room A,2026-9-4,11:15:00,12:15:00,Performance Review,Performance Review,I need to set up Performance Review 2026-09-04 at 11:15 at Conference Room A,Event 'Performance Review' has been added on 2026-9-4 from 11:15:00 to 12:15:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Office,2025-11-22,13:45:00,14:15:00,Webinar,Webinar,Move Webinar from 2026-10-13 at 15:45 to 2025-11-22 at 13:45,Got it—I've updated 'Webinar' to 2025-11-22 from 13:45:00 to 14:15:00 at Office.
CANCEL,0,Office,2025-5-14,14:00:00,14:30:00,Client Presentation,Client Presentation,Cancel Client Presentation on today at 14:00,Your event 'Client Presentation' scheduled for 2025-5-14 at 14:00:00 has been canceled. Hope that helps!
UPDATE,1,Home,2026-3-30,00:00:00,23:59:59,Yoga Class,Yoga Class,Move Yoga Class from next Monday at 00:00 to 2026-03-30 at 00:00,Got it—I've updated 'Yoga Class' to 2026-3-30 from 00:00:00 to 23:59:59 at Home.
ADD,0,Home,2025-5-19,11:00:00,11:30:00,Birthday Party,Birthday Party,Schedule Birthday Party for next Monday 11:00 at Home,Event 'Birthday Party' has been added on 2025-5-19 from 11:00:00 to 11:30:00 at Home. Let me know if you need anything else!
CANCEL,0,Zoom,2025-5-14,10:45:00,12:45:00,Birthday Party,Birthday Party,Delete Birthday Party on today at 10:45,Your event 'Birthday Party' scheduled for 2025-5-14 at 10:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
ADD,1,Conference Room A,2026-9-5,00:00:00,23:59:59,Dentist Appointment,Dentist Appointment,I need to set up Dentist Appointment 2026-09-05 at 00:00 at Conference Room A,Event 'Dentist Appointment' has been added on 2026-9-5 from 00:00:00 to 23:59:59 at Conference Room A. Let me know if you need anything else!
ADD,1,Online,2026-5-1,00:00:00,23:59:59,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2026-05-01 at 00:00 at Online,Event 'Client Presentation' has been added on 2026-5-1 from 00:00:00 to 23:59:59 at Online. Let me know if you need anything else!
CANCEL,0,Online,2025-3-1,10:00:00,11:00:00,Project Deadline,Project Deadline,Delete Project Deadline on 2025-03-01 at 10:00,Your event 'Project Deadline' scheduled for 2025-3-1 at 10:00:00 has been canceled. Hope that helps!
ADD,0,Zoom,2025-7-30,09:45:00,11:45:00,Performance Review,Performance Review,Meeting tomorrow,Event 'Performance Review' has been added on 2025-7-30 from 09:45:00 to 11:45:00 at Zoom. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
UPDATE,1,Office,2025-6-27,00:00:00,23:59:59,Birthday Party,Birthday Party,Reschedule Birthday Party to 2025-06-27 at 00:00,Got it—I've updated 'Birthday Party' to 2025-6-27 from 00:00:00 to 23:59:59 at Office.
CANCEL,0,Conference Room A,2026-1-26,10:45:00,12:45:00,Client Presentation,Client Presentation,Please remove my Client Presentation scheduled for 2026-01-26 at Conference Room A,Your event 'Client Presentation' scheduled for 2026-1-26 at 10:45:00 has been canceled. Hope that helps!
UPDATE,0,Online,2025-1-12,14:45:00,16:45:00,Client Presentation,Client Presentation,Reschedule Client Presentation to 2025-01-12 at 14:45,Got it—I've updated 'Client Presentation' to 2025-1-12 from 14:45:00 to 16:45:00 at Online.
CANCEL,1,Home,2026-1-31,00:00:00,23:59:59,Project Deadline,Project Deadline,Cancel my 3 PM event,Your event 'Project Deadline' scheduled for 2026-1-31 at 00:00:00 has been canceled. Hope that helps!
CANCEL,0,,2025-5-14,11:15:00,11:45:00,Lunch with Bob,Lunch with Bob,Cancel Lunch with Bob on today at 11:15,Your event 'Lunch with Bob' scheduled for 2025-5-14 at 11:15:00 has been canceled. Hope that helps!
ADD,0,Home,2025-10-7,11:45:00,13:45:00,Performance Review,Performance Review,Schedule Performance Review for 2025-10-07 11:45 at Home,Event 'Performance Review' has been added on 2025-10-7 from 11:45:00 to 13:45:00 at Home. Let me know if you need anything else!
QUERY,0,Office,2026-5-26,16:15:00,18:15:00,Performance Review,Performance Review,Any meetings today?,You have an event 'Performance Review' on 2026-5-26 at 16:15:00. Would you like more details?
ADD,0,,2025-5-22,13:00:00,15:00:00,Client Presentation,Client Presentation,Add Client Presentation on 2025-05-22 at 13:00,Event 'Client Presentation' has been added on 2025-5-22 from 13:00:00 to 15:00:00. Let me know if you need anything else!
ADD,0,Conference Room A,2026-8-17,09:00:00,09:30:00,Performance Review,Performance Review,I need to set up Performance Review 2026-08-17 at 09:00 at Conference Room A,Event 'Performance Review' has been added on 2026-8-17 from 09:00:00 to 09:30:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Online,2025-11-28,09:30:00,10:00:00,Project Deadline,Project Deadline,Change the time of Project Deadline on tomorrow to 09:30,Got it—I've updated 'Project Deadline' to 2025-11-28 from 09:30:00 to 10:00:00 at Online.
CANCEL,0,Conference Room A,2025-8-20,08:30:00,09:30:00,Lunch with Fiona,Lunch with Fiona,Delete Lunch with Fiona on 2025-08-20 at 08:30,Your event 'Lunch with Fiona' scheduled for 2025-8-20 at 08:30:00 has been canceled. Hope that helps!
QUERY,0,Coffee Shop,2025-9-3,17:30:00,18:00:00,Webinar,Webinar,What's on my calendar for 2025-09-03?,You have an event 'Webinar' on 2025-9-3 at 17:30:00. Would you like more details?
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
QUERY,0,,2026-5-3,14:15:00,14:45:00,Yoga Class,Yoga Class,What are my appointments on 2026-05-03?,You have an event 'Yoga Class' on 2026-5-3 at 14:15:00. Would you like more details?
QUERY,0,Office,2025-5-27,10:00:00,10:30:00,Project Deadline,Project Deadline,Show me events next Monday,You have an event 'Project Deadline' on 2025-5-27 at 10:00:00. Would you like more details?
QUERY,0,Zoom,2025-12-12,09:00:00,09:30:00,Project Deadline,Project Deadline,Show me events next Monday,You have an event 'Project Deadline' on 2025-12-12 at 09:00:00. Would you like more details?
ADD,0,Conference Room A,2025-5-16,15:45:00,17:45:00,Project Deadline,Project Deadline,Put Project Deadline on my calendar next Friday at 15:45 at Conference Room A,Event 'Project Deadline' has been added on 2025-5-16 from 15:45:00 to 17:45:00 at Conference Room A. Let me know if you need anything else!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
ADD,0,Home,2026-9-13,16:30:00,17:30:00,Webinar,Webinar,Put Webinar on my calendar 2026-09-13 at 16:30 at Home,Event 'Webinar' has been added on 2026-9-13 from 16:30:00 to 17:30:00 at Home. Let me know if you need anything else!
UPDATE,0,Zoom,2026-9-18,09:45:00,10:15:00,Yoga Class,Yoga Class,Move Yoga Class from 2025-07-17 at 08:00 to 2026-09-18 at 09:45,Got it—I've updated 'Yoga Class' to 2026-9-18 from 09:45:00 to 10:15:00 at Zoom.
CANCEL,0,Office,2025-8-13,13:30:00,14:00:00,Lunch with Ethan,Lunch with Ethan,Cancel Lunch with Ethan on 2025-08-13 at 13:30,Your event 'Lunch with Ethan' scheduled for 2025-8-13 at 13:30:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2026-4-27,09:45:00,10:45:00,Project Deadline,Project Deadline,Change the time of Project Deadline on 2025-03-14 to 09:45,Got it—I've updated 'Project Deadline' to 2026-4-27 from 09:45:00 to 10:45:00 at Conference Room A.
QUERY,0,Home,2025-10-6,14:30:00,15:00:00,Birthday Party,Birthday Party,What are my appointments on 2025-10-06?,You have an event 'Birthday Party' on 2025-10-6 at 14:30:00. Would you like more details?
UPDATE,1,Conference Room A,2025-7-9,00:00:00,23:59:59,Birthday Party,Birthday Party,Change the time of Birthday Party on 2025-07-31 to 00:00,Got it—I've updated 'Birthday Party' to 2025-7-9 from 00:00:00 to 23:59:59 at Conference Room A.
UPDATE,0,Online,2025-1-15,08:45:00,09:15:00,Birthday Party,Birthday Party,Update Birthday Party details for 2026-05-04 at Online,Got it—I've updated 'Birthday Party' to 2025-1-15 from 08:45:00 to 09:15:00 at Online.
CANCEL,0,Conference Room A,2026-3-24,17:45:00,19:45:00,Yoga Class,Yoga Class,Cancel Yoga Class on 2026-03-24 at 17:45,Your event 'Yoga Class' scheduled for 2026-3-24 at 17:45:00 has been canceled. Hope that helps!
QUERY,0,Conference Room A,2025-11-19,14:00:00,15:00:00,Lunch with Fiona,Lunch with Fiona,What are my appointments on 2025-11-19?,You have an event 'Lunch with Fiona' on 2025-11-19 at 14:00:00. Would you like more details?
ADD,0,Conference Room A,2025-5-19,13:30:00,14:00:00,Lunch with Diana,Lunch with Diana,Meeting tomorrow,Event 'Lunch with Diana' has been added on 2025-5-19 from 13:30:00 to 14:00:00 at Conference Room A. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,0,Office,2025-8-28,09:45:00,10:15:00,Team Meeting,Team Meeting,Schedule Team Meeting for 2025-08-28 09:45 at Office,Event 'Team Meeting' has been added on 2025-8-28 from 09:45:00 to 10:15:00 at Office. Let me know if you need anything else!
ADD,0,Zoom,2025-6-2,09:30:00,10:30:00,Client Presentation,Client Presentation,I need to set up Client Presentation 2025-06-02 at 09:30 at Zoom,Event 'Client Presentation' has been added on 2025-6-2 from 09:30:00 to 10:30:00 at Zoom. Let me know if you need anything else!
QUERY,0,Zoom,2026-2-24,16:30:00,18:30:00,Team Meeting,Team Meeting,Do I have any events tomorrow?,You have an event 'Team Meeting' on 2026-2-24 at 16:30:00. Would you like more details?
ADD,0,Conference Room A,2025-4-13,13:45:00,14:45:00,Webinar,Webinar,I need to set up Webinar 2025-04-13 at 13:45 at Conference Room A,Event 'Webinar' has been added on 2025-4-13 from 13:45:00 to 14:45:00 at Conference Room A. Let me know if you need anything else!
CANCEL,0,Coffee Shop,2025-8-8,09:45:00,11:45:00,Performance Review,Performance Review,Delete Performance Review on 2025-08-08 at 09:45,Your event 'Performance Review' scheduled for 2025-8-8 at 09:45:00 has been canceled. Hope that helps!
