text,intent,title,description,response,date,startTime,endTime,location,isAllDay
"Cancel my Data Workshop August 17, 2026 at 9:30 AM",CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2026-8-17 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-17,09:00:00,10:00:00,Cafe Rio,False
"Add Dentist Visit September 9, 2025 at 9:30 AM at Gym at Gym",ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-9-9 from 09:00:00 to 10:30:00 at Gym. Let me know if you need anything else!",2025-9-9,09:00:00,10:30:00,Gym,False
Change time of Data Workshop to 8:00 on day after tomorrow at Google Meet,UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2025-5-16 from 08:00:00 to 08:30:00 at Google Meet.",2025-5-16,08:00:00,08:30:00,Google Meet,False
"Add Data Workshop January 30, 2026 at 3 PM at Office at Office",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-1-30 from 15:00:00 to 16:30:00 at Office. Let me know if you need anything else!",2026-1-30,15:00:00,16:30:00,Office,False
Cancel my Doctor Appointment next Thursday at 8:00,CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2025-5-15 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,08:00:00,09:00:00,Teams,False
"Cancel my Coffee with Sarah October 25, 2026 at 14:00",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-10-25 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-10-25,14:00:00,14:30:00,Clinic,False
Move Marketing Presentation to tomorrow at 11 AM at Office,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-15 from 11:00:00 to 12:30:00 at Office.",2025-5-15,11:00:00,12:30:00,Office,False
"Move Board Meeting to June 4, 2026 at 16:45 at Zoom",UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2026-6-4 from 16:45:00 to 18:45:00 at Zoom.",2026-6-4,16:45:00,18:45:00,Zoom,False
Add Lunch with John next Tuesday at 8:00 at Zoom at Zoom,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-20 from 08:00:00 to 10:00:00 at Zoom. Let me know if you need anything else!",2025-5-20,08:00:00,10:00:00,Zoom,False
Change time of Team Meeting to 8:00 on day after tomorrow at Cafe Rio,UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-5-16 from 08:00:00 to 09:30:00 at Cafe Rio.",2025-5-16,08:00:00,09:30:00,Cafe Rio,False
Add Project Review tomorrow at 16:45 at Home at Home,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-15 from 16:45:00 to 18:15:00 at Home. Let me know if you need anything else!",2025-5-15,16:45:00,18:15:00,Home,False
Add Team Meeting next Tuesday at 11 AM at Main Conference Room at Main Conference Room,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-20 from 11:00:00 to 13:00:00 at Main Conference Room. Let me know if you need anything else!",2025-5-20,11:00:00,13:00:00,Main Conference Room,False
Cancel my Interview with Candidate next Tuesday at 8:00,CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2025-5-20 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,08:00:00,09:00:00,Office,False
Add Team Meeting next Wednesday at 14:00 at Google Meet at Google Meet,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-21 from 14:00:00 to 14:30:00 at Google Meet. Let me know if you need anything else!",2025-5-21,14:00:00,14:30:00,Google Meet,False
"Add Dentist Visit December 8, 2025 at 8:00 at Office at Office",ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-12-8 from 08:00:00 to 09:00:00 at Office. Let me know if you need anything else!",2025-12-8,08:00:00,09:00:00,Office,False
Add Board Meeting next Tuesday at 3 PM at Office at Office,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-20 from 15:00:00 to 17:00:00 at Office. Let me know if you need anything else!",2025-5-20,15:00:00,17:00:00,Office,False
"Reschedule my Birthday Party to July 7, 2026 at 16:45 at Clinic",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2026-7-7 from 16:45:00 to 18:45:00 at Clinic.",2026-7-7,16:45:00,18:45:00,Clinic,False
"Add Conference Call October 7, 2025 at 8:00 at Cafe Rio at Cafe Rio",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-10-7 from 08:00:00 to 08:30:00 at Cafe Rio. Let me know if you need anything else!",2025-10-7,08:00:00,08:30:00,Cafe Rio,False
Change time of Lunch with John to 3 PM on next Thursday at Office,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-15 from 15:00:00 to 16:30:00 at Office.",2025-5-15,15:00:00,16:30:00,Office,False
"Change time of Board Meeting to 8:00 on August 9, 2026 at Office",UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2026-8-9 from 08:00:00 to 10:00:00 at Office.",2026-8-9,08:00:00,10:00:00,Office,False
"Cancel my AI Trends Webinar August 5, 2026 at 9:30 AM",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2026-8-5 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-5,09:00:00,10:30:00,Home,False
Cancel my 14:00 event,CANCEL,14:00 event,14:00 event,Your event '14:00 event' on 2026-1-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-1-21,14:00:00,14:30:00,Cafe Rio,False
"Cancel my Marketing Presentation May 29, 2026 at 14:00",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2026-5-29 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-5-29,14:00:00,15:00:00,Teams,False
Cancel my Lunch with John next Monday at 3 PM,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-19 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,15:00:00,15:30:00,Home,False
"Move Doctor Appointment to February 6, 2026 at 9:30 AM at Main Conference Room",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2026-2-6 from 09:00:00 to 11:00:00 at Main Conference Room.",2026-2-6,09:00:00,11:00:00,Main Conference Room,False
"Cancel my Board Meeting October 9, 2026 at 3 PM",CANCEL,Board Meeting,High-level board discussion,Your event 'Board Meeting' on 2026-10-9 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-10-9,15:00:00,16:30:00,Zoom,False
Add Dentist Visit next Tuesday at 9:30 AM,ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-5-20 from 09:00:00 to 10:00:00. Let me know if you need anything else!",2025-5-20,09:00:00,10:00:00,,False
Cancel my Performance Review next Friday at 11 AM,CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-5-16 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,11:00:00,12:00:00,Main Conference Room,False
"Cancel my Performance Review December 11, 2026 at 16:45",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2026-12-11 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-12-11,16:45:00,17:15:00,Gym,False
"Cancel my Doctor Appointment March 16, 2026 at 9:30 AM",CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2026-3-16 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-3-16,09:00:00,09:30:00,Office,False
"Add Marketing Presentation September 8, 2026 at 3 PM at Zoom at Zoom",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2026-9-8 from 15:00:00 to 16:00:00 at Zoom. Let me know if you need anything else!",2026-9-8,15:00:00,16:00:00,Zoom,False
"Cancel my all-day AI Trends Webinar on September 14, 2025",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-9-14 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-9-14,00:00:00,23:59:59,Zoom,True
Cancel my Conference Call day after tomorrow at 3 PM,CANCEL,Conference Call,Call with team,Your event 'Conference Call' on 2025-5-16 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,15:00:00,17:00:00,Cafe Rio,False
Cancel my Yoga Class next Tuesday at 14:00,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-20 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,14:00:00,14:30:00,Google Meet,False
"Add Data Workshop June 10, 2025 at 11 AM at Office at Office",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-6-10 from 11:00:00 to 13:00:00 at Office. Let me know if you need anything else!",2025-6-10,11:00:00,13:00:00,Office,False
Cancel my all-day Dentist Visit on day after tomorrow,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-16 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,00:00:00,23:59:59,Gym,True
"Add Team Meeting August 28, 2026 at 9:30 AM at Google Meet at Google Meet",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2026-8-28 from 09:00:00 to 09:30:00 at Google Meet. Let me know if you need anything else!",2026-8-28,09:00:00,09:30:00,Google Meet,False
Cancel my all-day Dentist Visit on next Friday,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-16 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,00:00:00,23:59:59,,True
"Add Project Review June 24, 2026 at 8:00 at Zoom at Zoom",ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2026-6-24 from 08:00:00 to 10:00:00 at Zoom. Let me know if you need anything else!",2026-6-24,08:00:00,10:00:00,Zoom,False
"Reschedule my Board Meeting to August 12, 2026 at 9:30 AM at Teams",UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2026-8-12 from 09:00:00 to 10:30:00 at Teams.",2026-8-12,09:00:00,10:30:00,Teams,False
"Cancel my all-day AI Trends Webinar on April 16, 2026",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2026-4-16 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2026-4-16,00:00:00,23:59:59,Cafe Rio,True
"Cancel my Interview with Candidate October 22, 2026 at 16:45",CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2026-10-22 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-10-22,16:45:00,17:45:00,Cafe Rio,False
Add Project Review day after tomorrow at 8:00,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-16 from 08:00:00 to 08:30:00. Let me know if you need anything else!",2025-5-16,08:00:00,08:30:00,,False
Add Marketing Presentation next Monday at 16:45 at Home at Home,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-19 from 16:45:00 to 18:45:00 at Home. Let me know if you need anything else!",2025-5-19,16:45:00,18:45:00,Home,False
Add Marketing Presentation next Wednesday at 11 AM at Main Conference Room at Main Conference Room,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-21 from 11:00:00 to 11:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-21,11:00:00,11:30:00,Main Conference Room,False
Cancel my all-day Dentist Visit on tomorrow,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-15 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,00:00:00,23:59:59,Cafe Rio,True
Add Data Workshop next Thursday at 3 PM at Zoom at Zoom,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-15 from 15:00:00 to 16:00:00 at Zoom. Let me know if you need anything else!",2025-5-15,15:00:00,16:00:00,Zoom,False
"Change time of Team Meeting to 9:30 AM on November 14, 2025 at Zoom",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-11-14 from 09:00:00 to 10:00:00 at Zoom.",2025-11-14,09:00:00,10:00:00,Zoom,False
Add Lunch with John tomorrow at 14:00,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 14:00:00 to 15:00:00. Let me know if you need anything else!",2025-5-15,14:00:00,15:00:00,,False
Cancel my 14:00 event,CANCEL,14:00 event,14:00 event,Your event '14:00 event' on 2025-5-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,14:00:00,15:00:00,Main Conference Room,False
"Cancel my Team Meeting December 13, 2025 at 11 AM",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-12-13 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-12-13,11:00:00,12:00:00,Google Meet,False
"Cancel my Team Meeting December 16, 2026 at 9:30 AM",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2026-12-16 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-12-16,09:00:00,10:00:00,Home,False
Add Lunch with John tomorrow at 14:00 at Gym at Gym,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 14:00:00 to 14:30:00 at Gym. Let me know if you need anything else!",2025-5-15,14:00:00,14:30:00,Gym,False
"Change time of Lunch with John to 14:00 on May 31, 2025 at Gym",UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-31 from 14:00:00 to 15:30:00 at Gym.",2025-5-31,14:00:00,15:30:00,Gym,False
Add Performance Review day after tomorrow at 14:00 at Zoom at Zoom,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-16 from 14:00:00 to 16:00:00 at Zoom. Let me know if you need anything else!",2025-5-16,14:00:00,16:00:00,Zoom,False
"Cancel my Team Meeting September 8, 2025 at 3 PM",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-9-8 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-9-8,15:00:00,16:00:00,Office,False
Add Performance Review next Wednesday at 14:00 at Clinic at Clinic,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-21 from 14:00:00 to 14:30:00 at Clinic. Let me know if you need anything else!",2025-5-21,14:00:00,14:30:00,Clinic,False
"Add Board Meeting August 3, 2026 at 14:00 at Teams at Teams",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-8-3 from 14:00:00 to 15:00:00 at Teams. Let me know if you need anything else!",2026-8-3,14:00:00,15:00:00,Teams,False
Move Project Review to day after tomorrow at 9:30 AM at Home,UPDATE,Project Review,Review project milestones,"Sure, I've updated 'Project Review' to 2025-5-16 from 09:00:00 to 10:00:00 at Home.",2025-5-16,09:00:00,10:00:00,Home,False
Move Lunch with John to next Tuesday at 16:45,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-20 from 16:45:00 to 17:15:00.",2025-5-20,16:45:00,17:15:00,,False
Add Coffee with Sarah next Wednesday at 3 PM at Gym at Gym,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-21 from 15:00:00 to 15:30:00 at Gym. Let me know if you need anything else!",2025-5-21,15:00:00,15:30:00,Gym,False
Cancel my Dentist Visit next Tuesday at 3 PM,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-20 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,15:00:00,16:30:00,Google Meet,False
Add Marketing Presentation tomorrow at 3 PM at Home at Home,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-15 from 15:00:00 to 15:30:00 at Home. Let me know if you need anything else!",2025-5-15,15:00:00,15:30:00,Home,False
Add Team Meeting day after tomorrow at 9:30 AM at Zoom at Zoom,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-16 from 09:00:00 to 10:00:00 at Zoom. Let me know if you need anything else!",2025-5-16,09:00:00,10:00:00,Zoom,False
"Add Board Meeting October 1, 2026 at 3 PM at Google Meet at Google Meet",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-10-1 from 15:00:00 to 15:30:00 at Google Meet. Let me know if you need anything else!",2026-10-1,15:00:00,15:30:00,Google Meet,False
Reschedule my Board Meeting to next Wednesday at 8:00,UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2025-5-21 from 08:00:00 to 08:30:00.",2025-5-21,08:00:00,08:30:00,,False
Add Team Meeting all day on next Monday at Google Meet,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-19 from 00:00:00 to 23:59:59 at Google Meet. Let me know if you need anything else!",2025-5-19,00:00:00,23:59:59,Google Meet,True
Add Doctor Appointment next Monday at 16:45 at Office at Office,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-19 from 16:45:00 to 18:15:00 at Office. Let me know if you need anything else!",2025-5-19,16:45:00,18:15:00,Office,False
